playDispNm,teamAbbr,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playTRB
Giannis Antetokounmpo,MIL,28,82,20,4,6,0,1,5,14,7,6
Brandon Jennings,MIL,24,73,16,12,2,0,0,1,9,5,8
Dillon Brooks,MEM,30,79,16,1,0,1,0,2,13,7,0
JaMychal Green,MEM,29,80,11,1,1,2,0,5,8,4,7
De'Aaron Fox,SAC,34,75,11,10,2,1,1,3,12,4,1
Russell Westbrook,OKC,36,75,17,11,2,0,0,2,19,7,10
Patrick Patterson,OKC,21,81,2,0,0,1,0,1,5,1,7
Wayne Ellington,MIA,30,76,11,0,1,2,0,3,12,4,3
C.J. McCollum,POR,32,75,17,5,1,1,1,3,11,5,2
Jusuf Nurkic,POR,31,83,27,3,3,0,3,5,18,12,16
Bojan Bogdanović,IND,26,80,2,3,1,0,0,2,11,1,5
Ben Simmons,PHI,30,82,10,10,2,0,0,3,10,4,13
T.J. McConnell,PHI,21,74,4,1,0,0,0,2,3,2,3
Nemanja Bjelica,MIN,39,82,17,7,3,1,1,4,16,7,8
Tyus Jones,MIN,19,72,8,5,0,2,0,4,6,3,2
Ian Mahinmi,WAS,23,82,10,0,1,2,1,3,7,5,9
Russell Westbrook,OKC,35,75,32,12,4,1,1,3,20,12,12
Patrick Patterson,OKC,19,81,12,0,0,0,1,4,4,3,2
Kyle Lowry,TOR,33,72,11,11,0,1,0,2,13,4,3
DeMar DeRozan,TOR,33,79,15,2,4,1,0,0,12,6,7
Fred VanVleet,TOR,28,72,15,4,1,2,0,1,10,5,1
Jakob Pöltl,TOR,20,85,8,1,1,1,3,5,7,4,6
Rondae Hollis-Jefferson,BKN,27,79,19,2,3,1,1,2,11,7,7
Dante Cunningham,BKN,24,80,10,1,0,1,0,2,9,4,4
Dennis Smith,DAL,31,75,17,2,2,2,1,3,19,6,3
Kyle Collinsworth,DAL,22,78,0,3,0,2,0,3,0,0,3
Doug McDermott,DAL,21,80,8,0,0,1,0,1,6,3,1
Michael Beasley,NY,33,82,21,1,1,0,0,1,13,10,4
Lance Thomas,NY,23,80,3,2,0,2,0,4,5,1,1
Cristiano Felício,CHI,30,82,4,5,1,1,0,4,6,2,3
Noah Vonleh,CHI,27,82,8,2,1,1,0,4,11,3,7
Bobby Portis,CHI,27,83,19,1,0,2,0,5,19,8,9
Kris Dunn,CHI,26,76,18,6,2,2,0,5,9,6,1
Cameron Payne,CHI,22,74,10,3,0,2,0,2,10,4,5
Dwight Howard,CHA,34,83,22,2,3,0,3,2,12,9,11
Marvin Williams,CHA,20,81,2,1,3,0,0,3,8,1,9
Anthony Davis,NO,39,82,31,3,3,2,5,2,26,13,14
Rajon Rondo,NO,36,73,12,17,3,5,0,0,13,6,5
Ian Clark,NO,21,75,12,2,0,0,0,2,6,5,2
Jonathan Isaac,ORL,24,82,7,0,3,0,1,3,5,3,5
Jonathon Simmons,ORL,24,78,10,0,2,0,0,3,13,3,1
LaMarcus Aldridge,SA,26,83,24,2,1,0,0,1,17,11,7
Bryn Forbes,SA,23,75,6,1,1,1,0,2,4,2,1
Danny Green,SA,22,78,11,0,0,1,2,3,9,3,3
Kyle Anderson,SA,22,81,5,4,3,2,1,2,2,2,6
Donovan Mitchell,UTA,33,75,13,3,4,2,0,3,10,4,9
Rudy Gobert,UTA,31,85,22,1,3,0,2,3,12,9,12
Ricky Rubio,UTA,29,76,4,9,2,1,0,4,9,2,3
Derrick Favors,UTA,28,82,12,2,4,0,1,0,7,5,4
Joe Ingles,UTA,27,80,17,7,1,1,0,3,10,6,7
Jae Crowder,UTA,24,78,14,3,1,2,0,1,8,5,4
Jonas Jerebko,UTA,19,81,16,1,1,0,1,4,9,6,8
LeBron James,CLE,33,80,28,11,5,3,2,2,14,7,13
John Holland,CLE,28,77,2,2,2,0,2,3,7,1,6
Elfrid Payton,PHO,23,76,10,7,5,1,0,1,10,4,4
Marquese Chriss,PHO,17,82,5,0,3,0,0,2,4,1,5
Wilson Chandler,DEN,41,80,26,4,2,2,0,3,16,11,10
Jamal Murray,DEN,34,76,18,4,4,2,0,3,11,5,6
Giannis Antetokounmpo,MIL,40,82,38,7,2,3,0,4,29,16,10
Tony Snell,MIL,18,79,2,1,0,1,0,1,1,1,0
Jonathon Simmons,ORL,38,78,35,3,3,0,0,1,22,11,4
Jonathan Isaac,ORL,18,82,4,1,1,0,1,1,5,1,4
Ian Mahinmi,WAS,26,82,14,1,2,1,1,3,9,6,11
Semi Ojeleye,BOS,27,79,5,1,2,1,0,2,2,1,1
Greg Monroe,BOS,25,83,16,1,4,1,2,2,9,8,10
Wayne Ellington,MIA,36,76,22,2,1,1,0,1,19,7,1
Kelly Olynyk,MIA,31,84,13,5,2,0,1,4,13,4,8
De'Aaron Fox,SAC,35,75,20,3,1,0,0,2,14,9,2
Nick Young,GS,31,79,18,2,2,1,0,0,13,6,3
Quinn Cook,GS,28,74,13,1,1,0,0,6,11,5,2
Shaun Livingston,GS,20,79,13,0,4,2,0,4,8,6,4
DeMar DeRozan,TOR,32,79,24,7,4,1,0,3,15,8,4
Kyle Lowry,TOR,32,72,13,6,4,0,1,4,10,3,6
Bojan Bogdanović,IND,31,80,6,2,0,0,0,1,10,1,0
Al Jefferson,IND,25,82,20,2,0,1,1,4,15,9,12
Dwight Howard,CHA,32,83,33,1,0,2,2,3,20,13,12
Marvin Williams,CHA,27,81,17,3,0,0,0,0,9,7,3
Damion Lee,ATL,26,78,14,1,0,1,0,0,8,5,2
Ben Simmons,PHI,33,82,13,12,5,1,0,2,11,5,10
Michael Beasley,NY,34,82,24,7,3,1,1,6,16,11,13
Montrezl Harrell,LAC,13,79,10,0,2,0,0,3,6,5,5
Clint Capela,HOU,36,82,19,0,0,1,6,2,16,9,12
James Harden,HOU,34,77,24,7,3,1,1,3,16,7,5
Chris Paul,HOU,32,72,11,3,3,0,0,2,13,3,4
Luc Richard Mbah a Moute,HOU,25,80,10,2,1,0,1,1,8,3,4
Noah Vonleh,CHI,33,82,7,1,0,1,0,2,10,3,10
Kris Dunn,CHI,25,76,6,4,2,2,0,2,7,3,2
Antonio Blakeney,CHI,25,76,10,1,0,1,0,3,7,2,1
Cameron Payne,CHI,25,74,8,5,0,0,0,1,9,3,3
Cristiano Felício,CHI,24,82,9,0,1,0,1,4,4,3,3
Bobby Portis,CHI,23,83,17,2,1,3,0,2,11,6,5
JaMychal Green,MEM,38,80,15,2,0,0,1,3,13,7,10
Tyreke Evans,MEM,33,78,25,9,3,2,0,1,18,8,5
Dillon Brooks,MEM,30,79,15,3,1,2,0,1,12,4,2
Briante Weber,MEM,21,74,2,1,1,1,0,2,2,1,5
Wayne Selden,MEM,19,78,8,2,2,1,1,0,5,2,2
Anthony Davis,NO,36,82,21,2,6,0,2,6,19,8,14
Ian Clark,NO,32,75,16,1,1,1,1,1,11,6,2
Darius Miller,NO,29,80,3,2,0,0,0,2,4,1,4
Rajon Rondo,NO,24,73,6,5,2,2,0,0,6,2,5
LaMarcus Aldridge,SA,38,83,25,3,2,0,1,1,27,11,7
Kyle Anderson,SA,34,81,6,4,0,3,2,1,5,2,5
Danny Green,SA,30,78,5,2,0,0,6,2,11,2,7
Wilson Chandler,DEN,36,80,0,5,0,1,0,1,6,0,8
Jamal Murray,DEN,33,76,26,1,2,2,0,1,17,9,9
Alex Len,PHO,23,85,3,0,3,1,2,2,3,1,9
Shaquille Harrison,PHO,18,76,6,3,2,0,0,4,6,2,7
Elfrid Payton,PHO,17,76,4,1,1,0,0,0,3,2,0
Donovan Mitchell,UTA,36,75,23,4,1,1,1,4,21,10,6
Rudy Gobert,UTA,34,85,21,2,0,1,2,4,11,8,13
Joe Ingles,UTA,31,80,17,3,1,2,0,1,13,6,2
Ricky Rubio,UTA,31,76,12,11,1,4,0,3,15,5,5
Jae Crowder,UTA,28,78,15,2,0,2,0,2,10,5,8
Derrick Favors,UTA,23,82,5,3,2,1,2,2,8,2,6
Royce O'Neale,UTA,21,78,7,1,1,1,2,3,6,1,5
LeBron James,CLE,41,80,35,6,6,2,3,4,25,15,14
C.J. McCollum,POR,38,75,29,3,1,1,0,1,24,12,1
Jusuf Nurkic,POR,19,83,7,2,2,0,1,4,9,3,10
Al Horford,BOS,31,82,15,3,1,1,0,2,18,6,9
Semi Ojeleye,BOS,23,79,1,1,0,0,0,3,0,0,3
Jonathon Simmons,ORL,34,78,13,3,4,1,0,6,15,5,4
Jonathan Isaac,ORL,25,82,6,0,1,2,2,1,9,3,2
Wesley Iwundu,ORL,20,79,4,1,0,0,1,1,4,2,5
Joe Harris,BKN,36,78,11,6,2,0,0,5,8,3,2
Rondae Hollis-Jefferson,BKN,27,79,21,5,2,2,0,1,13,7,10
Jarrett Allen,BKN,23,83,6,1,2,0,2,1,6,2,7
Ben Simmons,PHI,37,82,21,12,2,3,0,4,17,10,8
Dennis Smith,DAL,36,75,19,4,5,1,0,4,23,9,4
DeMar DeRozan,TOR,41,79,29,6,3,1,0,1,23,8,4
Fred VanVleet,TOR,31,72,14,8,0,0,1,2,12,5,4
Montrezl Harrell,LAC,16,79,5,1,2,0,0,2,4,2,2
Russell Westbrook,OKC,37,75,16,11,6,0,0,3,17,7,10
Patrick Patterson,OKC,17,81,8,2,0,1,1,1,6,3,5
De'Aaron Fox,SAC,25,75,6,2,3,0,0,1,8,3,1
Kosta Koufos,SAC,25,84,5,0,1,2,0,3,5,2,12
Quinn Cook,GS,40,74,25,3,1,3,0,2,13,10,4
Nick Young,GS,36,79,16,1,2,0,0,5,15,5,2
Shaun Livingston,GS,19,79,7,1,0,0,0,3,8,3,0
Josh Richardson,MIA,32,78,4,4,3,4,0,2,8,1,8
Wayne Ellington,MIA,31,76,4,1,1,1,0,2,7,1,4
Kelly Olynyk,MIA,24,84,17,0,2,3,2,3,14,7,5
James Harden,HOU,38,77,32,8,2,2,0,2,28,11,11
Chris Paul,HOU,33,72,21,5,2,3,0,2,19,8,8
Clint Capela,HOU,30,82,13,0,1,0,3,1,11,6,11
Luc Richard Mbah a Moute,HOU,26,80,5,1,0,0,0,1,6,1,2
Anthony Davis,NO,36,82,26,1,2,0,1,2,18,11,13
Ian Clark,NO,31,75,17,3,1,0,0,5,9,8,2
Darius Miller,NO,30,80,13,1,0,0,0,2,7,4,1
DeAndre Liggins,NO,20,78,3,0,1,1,1,1,4,1,3
Bojan Bogdanović,IND,28,80,11,1,4,0,0,1,7,4,2
Al Jefferson,IND,26,82,10,1,1,1,2,3,11,4,9
Mike Scott,WAS,18,80,6,2,1,1,0,3,6,3,2
Doug McDermott,DAL,42,80,6,0,0,0,0,2,9,3,5
Jalen Jones,DAL,29,79,16,1,0,1,0,5,15,6,7
Dennis Smith,DAL,23,75,21,5,0,1,2,2,17,9,2
Rondae Hollis-Jefferson,BKN,32,79,23,4,1,1,0,3,16,9,5
Joe Harris,BKN,32,78,11,1,1,0,0,2,8,4,3
Jarrett Allen,BKN,28,83,7,1,1,1,4,1,5,2,6
Dwight Howard,CHA,27,83,14,0,2,0,1,4,17,6,13
Marvin Williams,CHA,23,81,10,0,1,1,0,3,8,2,7
Michael Beasley,NY,23,82,8,2,1,0,0,1,8,4,6
Lance Thomas,NY,21,80,3,1,0,2,0,1,6,1,0
LeBron James,CLE,40,80,33,12,6,1,2,3,26,15,13
Ante Žižić,CLE,20,83,14,0,2,0,1,2,9,7,6
Denzel Valentine,CHI,39,77,34,6,0,0,1,3,20,13,7
Bobby Portis,CHI,35,83,15,2,2,0,0,4,15,7,15
Cameron Payne,CHI,32,74,13,10,3,0,0,2,11,5,2
Cristiano Felício,CHI,30,82,10,2,3,1,0,2,7,4,10
Antonio Blakeney,CHI,27,76,10,3,0,1,0,1,14,4,1
Paul Zipser,CHI,24,80,11,2,0,0,2,5,9,4,4
Jamal Murray,DEN,36,76,16,3,2,2,0,4,18,5,3
Wilson Chandler,DEN,32,80,10,2,0,1,0,3,7,4,3
Dillon Brooks,MEM,39,79,24,1,1,0,1,4,17,8,5
Tyreke Evans,MEM,38,78,20,7,3,2,1,3,19,6,3
JaMychal Green,MEM,30,80,7,0,1,0,1,4,11,3,11
Wayne Selden,MEM,22,78,16,1,2,1,1,1,7,6,3
Briante Weber,MEM,20,74,3,2,1,1,1,1,2,1,6
Damion Lee,ATL,21,78,7,1,1,1,0,4,8,2,2
Giannis Antetokounmpo,MIL,39,82,33,7,2,4,2,5,25,12,12
Tony Snell,MIL,29,79,11,1,0,1,0,1,8,4,5
Brandon Jennings,MIL,17,73,2,5,0,0,2,1,4,1,2
Nemanja Bjelica,MIN,37,82,7,1,2,0,0,4,7,3,8
Tyus Jones,MIN,16,72,9,2,1,0,1,2,4,3,1
LaMarcus Aldridge,SA,36,83,39,2,1,0,2,4,22,14,10
Danny Green,SA,33,78,12,5,0,0,1,4,16,5,5
Pau Gasol,SA,24,84,12,8,0,1,1,0,10,6,7
Rudy Gay,SA,21,81,14,0,0,1,4,2,12,7,4
De'Aaron Fox,SAC,27,75,11,2,4,4,0,2,13,4,4
Donovan Mitchell,UTA,39,75,28,3,3,2,0,2,21,11,2
Rudy Gobert,UTA,39,85,22,0,1,0,4,2,8,7,13
Joe Ingles,UTA,35,80,14,9,4,0,0,2,11,4,7
Ricky Rubio,UTA,34,76,14,5,3,2,1,3,9,3,9
Jae Crowder,UTA,29,78,11,1,1,1,0,0,8,3,3
Derrick Favors,UTA,25,82,10,1,0,2,3,1,8,4,6
Royce O'Neale,UTA,17,78,2,0,1,0,0,2,3,0,5
Nick Young,GS,42,79,20,2,1,1,0,3,15,7,7
Quinn Cook,GS,40,74,28,4,2,2,0,1,17,11,4
Elfrid Payton,PHO,27,76,11,7,3,1,0,1,8,4,0
Shaquille Harrison,PHO,20,76,8,2,0,0,0,1,8,3,3
C.J. McCollum,POR,37,75,16,4,4,0,2,2,16,8,6
Jusuf Nurkic,POR,23,83,13,3,1,0,0,4,12,6,8
Russell Westbrook,OKC,37,75,37,14,5,2,0,3,22,15,13
Patrick Patterson,OKC,14,81,3,3,1,0,1,1,4,1,2
DeMar DeRozan,TOR,33,79,24,5,1,0,0,2,18,8,3
Kyle Lowry,TOR,27,72,22,10,4,0,1,6,10,7,4
Al Horford,BOS,28,82,6,3,1,0,1,3,11,3,4
Shane Larkin,BOS,28,71,5,2,1,0,0,1,7,2,2
Greg Monroe,BOS,26,83,12,2,4,2,0,1,13,6,6
Semi Ojeleye,BOS,23,79,3,0,1,0,0,3,3,1,3
Anthony Davis,NO,33,82,34,3,1,1,1,0,24,14,11
Rajon Rondo,NO,32,73,4,11,1,1,0,1,5,2,3
Ian Clark,NO,26,75,8,3,0,2,1,2,9,3,0
James Harden,HOU,37,77,34,12,4,2,1,2,18,9,4
Chris Paul,HOU,35,72,18,9,3,1,0,2,8,4,8
Clint Capela,HOU,31,82,16,2,0,0,3,5,11,8,12
Luc Richard Mbah a Moute,HOU,19,80,7,0,1,1,0,3,5,3,2
Nemanja Bjelica,MIN,35,82,15,3,1,0,0,4,10,6,6
Derrick Rose,MIN,19,75,14,3,1,0,0,0,11,6,1
C.J. McCollum,POR,32,75,21,3,0,1,1,0,17,9,5
Jusuf Nurkic,POR,30,83,17,1,3,0,4,2,18,8,12
Shabazz Napier,POR,22,73,9,8,1,0,1,0,4,4,3
Montrezl Harrell,LAC,20,79,24,3,1,1,2,2,14,9,7
Giannis Antetokounmpo,MIL,39,82,37,5,2,1,0,4,20,13,11
Tony Snell,MIL,31,79,5,2,0,0,0,0,8,2,1
LeBron James,CLE,40,80,40,10,6,2,1,2,29,16,12
Bojan Bogdanović,IND,25,80,6,3,0,0,0,4,9,2,5
Dwight Howard,CHA,28,83,10,1,3,1,0,5,9,3,4
Marvin Williams,CHA,26,81,2,1,0,1,1,0,5,1,3
Dwayne Bacon,CHA,23,79,5,1,0,0,0,0,8,2,5
Ben Simmons,PHI,33,82,11,15,0,3,0,0,9,4,12
Briante Weber,MEM,34,74,15,1,2,3,0,3,11,7,4
Dillon Brooks,MEM,30,79,15,2,1,0,0,4,15,5,1
JaMychal Green,MEM,29,80,14,3,3,3,1,3,8,7,16
Wayne Selden,MEM,24,78,17,2,2,0,0,4,15,7,3
Ivan Rabb,MEM,22,82,10,2,1,1,1,0,9,4,6
Rondae Hollis-Jefferson,BKN,37,79,16,3,0,1,1,3,9,4,12
Jarrett Allen,BKN,23,83,6,1,1,0,1,3,3,2,5
Wilson Chandler,DEN,47,80,26,0,1,2,1,5,17,11,5
Jamal Murray,DEN,43,76,23,5,0,0,0,5,16,5,5
Josh Richardson,MIA,41,78,17,5,1,1,4,4,13,6,5
Kelly Olynyk,MIA,41,84,30,6,2,1,4,3,16,11,8
Wayne Ellington,MIA,40,76,23,2,1,0,0,5,14,8,4
Cristiano Felício,CHI,30,82,17,0,2,0,1,2,10,8,6
Cameron Payne,CHI,29,74,4,6,2,0,2,3,12,2,6
Antonio Blakeney,CHI,26,76,16,1,2,0,1,1,12,4,4
Noah Vonleh,CHI,26,82,9,1,0,0,0,4,10,4,12
Paul Zipser,CHI,25,80,7,1,1,1,1,3,8,1,6
Bobby Portis,CHI,25,83,16,4,0,1,0,1,11,6,7
Denzel Valentine,CHI,22,77,8,2,0,0,1,0,11,4,3
Michael Beasley,NY,23,82,17,2,2,1,0,2,10,6,6
Nick Young,GS,40,79,10,0,2,0,0,2,10,2,2
Quinn Cook,GS,38,74,20,5,4,0,0,3,18,8,5
Shaun Livingston,GS,17,79,7,2,0,1,0,1,7,3,1
LaMarcus Aldridge,SA,35,83,33,1,1,1,2,2,22,13,12
Danny Green,SA,30,78,11,2,2,0,0,5,8,4,3
Kyle Anderson,SA,23,81,0,4,2,1,0,1,2,0,10
Pau Gasol,SA,16,84,4,0,0,0,0,1,8,1,4
De'Aaron Fox,SAC,31,75,16,4,3,0,0,3,11,8,3
Kyle Lowry,TOR,37,72,25,8,4,0,0,0,17,9,5
Aaron Gordon,ORL,34,81,16,3,0,1,1,2,15,7,6
Jonathan Isaac,ORL,28,82,10,0,3,5,2,4,7,4,5
Wesley Iwundu,ORL,20,79,2,0,1,1,0,0,3,1,5
Russell Westbrook,OKC,37,75,27,7,5,1,0,2,21,9,8
Patrick Patterson,OKC,15,81,2,1,0,1,1,1,1,0,0
Al Horford,BOS,33,82,5,7,4,0,2,2,9,2,6
Semi Ojeleye,BOS,27,79,2,0,0,0,0,1,6,0,6
Shane Larkin,BOS,25,71,13,1,1,0,0,0,9,5,4
Greg Monroe,BOS,22,83,17,3,2,1,1,3,12,6,6
Montrezl Harrell,LAC,23,79,9,2,1,0,1,6,9,3,5
Nemanja Bjelica,MIN,22,82,2,2,1,0,0,2,6,1,8
Gorgui Dieng,MIN,13,83,0,2,0,0,1,3,3,0,6
Doug McDermott,DAL,31,80,11,1,0,1,0,3,11,5,4
Anthony Davis,NO,35,82,37,2,1,0,2,2,21,15,8
Ian Clark,NO,31,75,19,4,2,0,0,1,15,9,1
Rajon Rondo,NO,30,73,19,14,4,3,0,0,14,8,9
Darius Miller,NO,19,80,0,2,0,0,0,0,5,0,2
Damion Lee,ATL,32,78,5,1,0,0,0,0,6,2,6
Donovan Mitchell,UTA,41,75,24,4,3,1,0,2,28,9,6
Joe Ingles,UTA,36,80,16,7,3,1,0,4,11,4,8
Rudy Gobert,UTA,35,85,15,0,4,0,2,5,10,7,16
Ricky Rubio,UTA,34,76,23,3,4,2,1,3,14,7,3
Jae Crowder,UTA,33,78,8,2,0,1,0,1,10,3,6
Royce O'Neale,UTA,19,78,2,0,1,0,1,3,6,1,3
Alex Len,PHO,25,85,19,1,1,0,3,2,11,9,12
Elfrid Payton,PHO,22,76,4,5,2,0,0,1,6,2,3
Marquese Chriss,PHO,18,82,10,1,3,0,2,3,10,3,4
James Harden,HOU,33,77,42,7,4,0,0,3,25,13,6
Chris Paul,HOU,32,72,22,6,0,0,0,2,16,6,8
Luc Richard Mbah a Moute,HOU,26,80,13,1,1,2,0,2,7,5,4
Clint Capela,HOU,24,82,5,1,1,0,1,4,3,2,6
C.J. McCollum,POR,34,75,8,3,0,0,0,1,15,4,2
Jusuf Nurkic,POR,27,83,21,3,2,2,4,5,10,9,11
DeMar DeRozan,TOR,35,79,21,5,1,0,0,3,15,6,3
Kyle Lowry,TOR,33,72,24,7,0,0,0,4,10,7,4
Fred VanVleet,TOR,29,72,16,5,0,3,0,2,13,6,1
Jakob Pöltl,TOR,27,85,17,1,2,1,1,2,13,8,8
LeBron James,CLE,39,80,35,17,0,1,0,2,19,11,7
JaMychal Green,MEM,27,80,14,2,1,0,0,2,10,5,7
Briante Weber,MEM,23,74,2,4,4,3,0,2,5,1,1
Dillon Brooks,MEM,22,79,14,1,4,1,0,1,9,6,0
Wayne Selden,MEM,22,78,18,4,0,0,0,1,12,5,2
Ben Simmons,PHI,25,82,13,9,3,2,0,1,9,6,7
Dwight Howard,CHA,34,83,32,1,6,0,0,3,17,10,30
Dwayne Bacon,CHA,28,79,6,0,2,0,0,1,7,3,6
Marvin Williams,CHA,22,81,0,1,0,1,0,1,6,0,2
Rondae Hollis-Jefferson,BKN,31,79,13,3,3,3,1,6,13,5,5
Jarrett Allen,BKN,26,83,6,0,2,0,4,6,4,3,9
Michael Beasley,NY,34,82,22,3,3,1,0,1,15,10,7
Kelly Olynyk,MIA,30,84,22,10,0,1,0,3,11,8,5
Josh Richardson,MIA,28,78,12,5,0,3,1,2,6,5,3
Wayne Ellington,MIA,26,76,16,1,1,1,0,0,12,6,4
Jamal Murray,DEN,29,76,16,7,3,2,1,1,14,5,5
Wilson Chandler,DEN,29,80,19,3,3,0,1,1,9,6,5
Cristiano Felício,CHI,28,82,16,1,2,1,0,1,9,7,5
Bobby Portis,CHI,26,83,15,2,2,0,0,3,11,5,8
Jerian Grant,CHI,25,77,10,7,2,1,0,2,7,3,0
Denzel Valentine,CHI,24,77,10,3,2,5,0,1,13,4,2
Noah Vonleh,CHI,24,82,14,1,1,1,2,1,8,5,8
Giannis Antetokounmpo,MIL,17,82,12,2,4,1,3,1,9,5,2
Ian Mahinmi,WAS,24,82,12,3,0,2,0,5,8,4,3
LaMarcus Aldridge,SA,31,83,27,4,0,1,2,1,23,12,9
Kyle Anderson,SA,30,81,16,4,3,0,1,3,8,7,4
Danny Green,SA,28,78,7,0,3,0,3,1,10,3,4
Rudy Gay,SA,19,81,10,1,2,0,1,1,5,2,5
Anthony Davis,NO,35,82,28,1,3,1,5,2,14,9,13
Rajon Rondo,NO,29,73,2,6,2,0,0,4,6,1,6
Ian Clark,NO,24,75,6,1,2,0,0,2,7,1,2
Darius Miller,NO,21,80,3,1,1,0,0,0,3,1,4
Bojan Bogdanović,IND,34,80,9,1,0,0,0,2,10,4,3
JaMychal Green,MEM,24,80,5,1,0,0,0,4,7,2,7
Wayne Selden,MEM,21,78,18,1,2,1,1,3,12,7,1
Briante Weber,MEM,21,74,2,1,0,0,1,2,1,0,1
Dwayne Bacon,CHA,31,79,15,5,0,2,0,0,14,6,3
Marvin Williams,CHA,28,81,15,0,0,2,1,0,8,5,6
Ben Simmons,PHI,27,82,6,10,4,3,1,3,4,3,11
T.J. McConnell,PHI,21,74,4,6,3,0,0,1,5,2,5
Wesley Iwundu,ORL,29,79,8,3,1,1,1,2,5,3,3
Aaron Gordon,ORL,28,81,10,2,2,2,1,1,15,4,11
Rodney Purvis,ORL,22,76,19,1,0,0,0,2,12,8,0
Reggie Jackson,DET,20,75,4,0,0,1,0,0,13,2,3
James Harden,HOU,40,77,21,5,3,2,2,2,20,4,8
Clint Capela,HOU,29,82,10,3,3,0,0,2,8,5,14
Anthony Davis,NO,37,82,33,1,0,3,2,3,20,12,9
Rajon Rondo,NO,31,73,24,10,3,3,0,4,18,11,2
Ian Clark,NO,23,75,13,1,0,3,0,1,10,5,2
Donovan Mitchell,UTA,36,75,26,4,1,3,0,1,22,11,5
Rudy Gobert,UTA,36,85,11,2,0,2,5,3,4,3,7
Joe Ingles,UTA,35,80,18,10,2,0,0,3,10,7,6
Ricky Rubio,UTA,34,76,22,3,5,5,0,5,14,8,5
Jae Crowder,UTA,32,78,11,2,2,0,0,3,10,4,4
Derrick Favors,UTA,31,82,19,5,1,1,1,2,14,8,7
Jonas Jerebko,UTA,14,81,5,2,0,0,0,0,4,2,4
Damion Lee,ATL,22,78,13,4,2,3,0,1,8,4,2
Kosta Koufos,SAC,32,84,14,3,0,4,4,5,11,7,11
Frank Mason,SAC,30,71,16,8,3,1,1,2,13,7,7
De'Aaron Fox,SAC,20,75,4,4,2,1,0,3,11,1,5
Montrezl Harrell,LAC,19,79,16,0,1,0,0,3,8,7,3
Bojan Bogdanović,IND,33,80,28,3,1,0,0,1,18,12,5
Wilson Chandler,DEN,40,80,8,1,1,1,1,3,10,3,6
Jamal Murray,DEN,36,76,25,3,2,2,1,2,20,8,6
Torrey Craig,DEN,19,78,11,1,0,0,0,2,5,4,5
Marquese Chriss,PHO,35,82,19,3,1,1,2,1,11,7,10
Alex Len,PHO,25,85,14,2,1,0,0,4,5,4,4
Elfrid Payton,PHO,22,76,4,2,3,0,0,2,9,2,2
LeBron James,CLE,29,80,27,9,4,1,1,3,16,11,6
Nemanja Bjelica,MIN,38,82,17,2,1,2,1,2,8,6,6
Tyus Jones,MIN,14,72,5,4,1,0,0,0,0,0,4
Michael Beasley,NY,27,82,8,2,2,0,0,4,11,4,8
Rondae Hollis-Jefferson,BKN,30,79,18,0,1,0,0,1,11,8,7
Jarrett Allen,BKN,26,83,13,1,1,0,3,3,7,3,7
Kyle Lowry,TOR,37,72,25,12,1,0,0,4,11,7,10
DeMar DeRozan,TOR,33,79,21,3,3,0,0,3,21,8,2
Fred VanVleet,TOR,32,72,16,1,0,1,1,3,12,6,6
Brandon Jennings,MIL,28,73,16,5,1,1,1,1,11,5,4
Tony Snell,MIL,22,79,18,0,0,0,0,1,6,6,0
Denzel Valentine,CHI,32,77,20,3,5,2,1,3,13,7,5
Cristiano Felício,CHI,32,82,11,3,1,0,0,0,10,4,11
Cameron Payne,CHI,31,74,17,6,1,1,0,3,12,6,4
Lauri Markkanen,CHI,22,84,9,0,0,0,0,3,7,3,6
Jerian Grant,CHI,22,77,9,4,3,0,0,3,6,3,1
Josh Richardson,MIA,32,78,4,5,1,0,0,1,10,2,1
Wayne Ellington,MIA,26,76,14,2,0,0,0,2,8,4,4
Russell Westbrook,OKC,36,75,29,8,5,1,0,4,15,9,13
Donovan Mitchell,UTA,44,75,35,3,4,4,0,2,36,14,3
Joe Ingles,UTA,40,80,13,4,2,2,0,4,9,4,2
Rudy Gobert,UTA,40,85,13,1,1,2,0,5,6,4,8
Ricky Rubio,UTA,40,76,20,9,3,2,1,2,10,5,3
Derrick Favors,UTA,34,82,22,1,1,0,2,3,10,8,8
Jae Crowder,UTA,32,78,8,1,1,0,0,3,9,4,4
Jonas Jerebko,UTA,13,81,3,1,0,0,0,2,4,1,2
LaMarcus Aldridge,SA,41,83,45,2,4,1,3,3,28,19,9
Danny Green,SA,25,78,5,0,0,0,2,6,4,2,4
Kyle Anderson,SA,25,81,5,3,3,4,1,0,5,2,7
Rudy Gay,SA,25,81,15,1,0,0,0,1,13,6,5
Shane Larkin,BOS,34,71,9,7,1,1,0,2,7,3,4
Al Horford,BOS,32,82,11,2,3,0,2,1,7,4,3
Greg Monroe,BOS,20,83,10,4,4,0,2,0,9,4,10
C.J. McCollum,POR,37,75,26,4,1,2,0,1,22,12,7
Jusuf Nurkic,POR,27,83,11,0,1,1,1,2,9,5,7
Pat Connaughton,POR,23,77,3,0,2,0,0,3,8,1,3
Damion Lee,ATL,31,78,10,1,1,1,0,1,10,4,8
Quinn Cook,GS,32,74,13,6,1,1,0,3,11,5,8
Nick Young,GS,26,79,24,1,0,0,0,1,17,9,2
